r1,r2,r3,r4,r5,r6,r7,r8,r9,label
1.256374,0.775209,0.837758,1.62069,1.080686,1.239951,0.296155,0.389926,0.925338,Oval
1.201209,0.797576,0.826555,1.506075,1.036335,1.231428,0.283362,0.392718,0.964939,Oval
1.212275,0.793904,0.812084,1.526978,1.022899,1.245339,0.309938,0.375225,0.977613,Oval
1.196039,0.800126,0.820655,1.494813,1.025656,1.233973,0.299425,0.397102,0.974986,Oval
1.185084,0.80748,0.814999,1.467633,1.009311,1.232682,0.292984,0.401027,0.990775,Oval
1.183041,0.766065,0.83611,1.544309,1.091434,1.248303,0.300741,0.371161,0.916226,Oval
1.22532,0.795251,0.851376,1.540797,1.070575,1.214604,0.301715,0.369911,0.934078,Oval
1.214411,0.771681,0.846335,1.573721,1.096742,1.236081,0.308466,0.347792,0.911792,Oval
1.139228,0.804386,0.814676,1.41627,1.012793,1.235283,0.267282,0.411245,0.987369,Oval
1.204803,0.772589,0.834022,1.559435,1.079516,1.244856,0.315561,0.336431,0.926341,Oval
1.203083,0.774349,0.804561,1.553671,1.039016,1.266697,0.28127,0.418863,0.962449,Oval
1.172134,0.763836,0.811331,1.534537,1.06218,1.269707,0.314945,0.34092,0.94146,Oval
1.183426,0.795351,0.792344,1.487928,0.996219,1.259688,0.297691,0.399408,1.003796,Oval
1.201645,0.810174,0.813237,1.483194,1.00378,1.231974,0.317271,0.348225,0.996234,Oval
1.23151,0.797745,0.792932,1.543738,0.993966,1.257326,0.294445,0.399577,1.00607,Oval
1.20377,0.783145,0.827495,1.537096,1.05663,1.241742,0.286742,0.40802,0.946405,Oval
1.205002,0.782213,0.834724,1.540503,1.067131,1.236906,0.324186,0.335028,0.937092,Oval
1.151068,0.779853,0.84285,1.476006,1.080781,1.232511,0.320099,0.332592,0.925256,Oval
1.248177,0.781235,0.832562,1.597698,1.0657,1.239314,0.304188,0.36831,0.93835,Oval
1.175451,0.79855,0.789135,1.471982,0.98821,1.259696,0.29882,0.368285,1.011931,Oval
1.16826,0.803777,0.82267,1.453464,1.023506,1.229674,0.307999,0.343907,0.977034,Oval
1.198587,0.774977,0.825505,1.54661,1.065199,1.249624,0.298111,0.363605,0.938791,Oval
1.191584,0.769359,0.807661,1.548801,1.049784,1.268215,0.300833,0.387135,0.952577,Oval
1.203141,0.784815,0.82189,1.533024,1.04724,1.244783,0.296386,0.376095,0.954891,Oval
1.18287,0.759468,0.810999,1.557498,1.067852,1.273506,0.309728,0.344818,0.936459,Oval
1.156761,0.768959,0.854149,1.504321,1.110785,1.232204,0.332263,0.31942,0.900264,Oval
1.254267,0.792448,0.831914,1.582776,1.049803,1.231253,0.297619,0.385516,0.952559,Oval
1.179872,0.789644,0.806173,1.494183,1.020933,1.253277,0.266234,0.444761,0.979496,Oval
1.210349,0.784386,0.810853,1.543051,1.033742,1.25373,0.279252,0.392556,0.967359,Oval
1.152899,0.771144,0.816794,1.495051,1.059198,1.259495,0.311197,0.344875,0.94411,Oval
1.23725,0.808129,0.83099,1.531005,1.028289,1.220168,0.305857,0.355979,0.972489,Oval
1.235863,0.778966,0.816574,1.586543,1.048279,1.253494,0.309309,0.369716,0.953945,Oval
1.189642,0.801741,0.793121,1.483824,0.989249,1.254027,0.30434,0.355137,1.010868,Oval
1.178496,0.778524,0.849925,1.513757,1.091714,1.228163,0.327275,0.315158,0.915991,Oval
1.166836,0.774739,0.782124,1.506103,1.009533,1.284635,0.316012,0.354793,0.990557,Oval
1.151003,0.768742,0.884174,1.497255,1.150157,1.209982,0.328792,0.322152,0.869447,Oval
1.25357,0.765678,0.837062,1.637202,1.09323,1.247863,0.301244,0.364907,0.914721,Oval
1.208077,0.810431,0.839407,1.490659,1.035753,1.21224,0.31579,0.337799,0.965481,Oval
1.244554,0.804468,0.809651,1.547051,1.006443,1.239065,0.305645,0.365333,0.993598,Oval
1.240627,0.766763,0.845626,1.618006,1.102852,1.240395,0.319472,0.331715,0.90674,Oval
1.22559,0.768692,0.832325,1.594383,1.082781,1.249206,0.297125,0.367943,0.923548,Oval
1.231405,0.760432,0.814092,1.61935,1.070565,1.270226,0.302088,0.342693,0.934086,Oval
1.216319,0.786178,0.82751,1.547129,1.052572,1.239397,0.283192,0.377214,0.950053,Oval
1.215517,0.792194,0.828429,1.534368,1.04574,1.234093,0.288857,0.371391,0.95626,Oval
1.266764,0.776223,0.820482,1.631959,1.057018,1.25258,0.309176,0.370586,0.946057,Oval
1.128278,0.780722,0.828847,1.445172,1.061641,1.242569,0.327014,0.336493,0.941938,Oval
1.212859,0.756594,0.839219,1.603051,1.109207,1.25328,0.317168,0.333333,0.901545,Oval
1.159219,0.777989,0.845987,1.49002,1.087403,1.231546,0.295735,0.375424,0.919622,Oval
1.206598,0.796312,0.831526,1.515234,1.044222,1.228624,0.290531,0.396685,0.957651,Oval
1.215971,0.797785,0.838788,1.524183,1.051395,1.222066,0.292088,0.398095,0.951117,Oval
1.197161,0.780684,0.831857,1.533478,1.065549,1.240279,0.285185,0.387769,0.938483,Oval
1.184339,0.780316,0.845957,1.51777,1.084121,1.229806,0.315537,0.364621,0.922406,Oval
1.132254,0.759954,0.836941,1.489899,1.101306,1.252431,0.335832,0.319734,0.908013,Oval
1.238608,0.786954,0.829113,1.573928,1.053573,1.237573,0.308665,0.364709,0.949151,Oval
1.221411,0.776861,0.842786,1.572238,1.084861,1.234837,0.321503,0.339321,0.921777,Oval
1.230571,0.787372,0.846055,1.562883,1.074529,1.22442,0.303088,0.38317,0.93064,Oval
1.215513,0.81216,0.811671,1.496641,0.999397,1.231655,0.286294,0.384537,1.000603,Oval
1.211554,0.789228,0.822189,1.535113,1.041764,1.241144,0.298605,0.387848,0.95991,Oval
1.178511,0.803255,0.811345,1.46717,1.010072,1.238697,0.306296,0.388589,0.990029,Oval
1.190569,0.770796,0.83522,1.544596,1.083581,1.245317,0.318161,0.33863,0.922866,Oval
1.209617,0.773113,0.837679,1.564605,1.083513,1.241625,0.312784,0.359134,0.922924,Oval
1.188875,0.810755,0.836046,1.46638,1.031195,1.214476,0.301431,0.360777,0.969749,Oval
1.221597,0.754529,0.846934,1.619019,1.122467,1.248858,0.311447,0.351796,0.890895,Oval
1.305767,0.768746,0.834682,1.698566,1.08577,1.247327,0.303791,0.373625,0.921005,Oval
1.218753,0.79967,0.864674,1.52407,1.081288,1.201675,0.310402,0.372049,0.924823,Oval
1.228354,0.789129,0.844551,1.556595,1.070233,1.22423,0.306121,0.365493,0.934376,Oval
1.185508,0.774236,0.838184,1.531196,1.082594,1.240372,0.31296,0.340125,0.923707,Oval
1.198359,0.803954,0.840637,1.490582,1.045628,1.216108,0.310146,0.356402,0.956363,Oval
1.236829,0.763997,0.837114,1.618893,1.095703,1.249133,0.309063,0.362296,0.912656,Oval
1.218143,0.768859,0.847416,1.584352,1.102173,1.237414,0.315443,0.343396,0.907299,Oval
1.237841,0.767766,0.846315,1.612263,1.102308,1.239096,0.314137,0.340267,0.907187,Oval
1.236879,0.777022,0.841352,1.591819,1.08279,1.235808,0.318875,0.352014,0.92354,Oval
1.190161,0.758788,0.838511,1.568503,1.105066,1.252114,0.299264,0.386518,0.904924,Oval
1.217735,0.775612,0.843518,1.570032,1.087552,1.235232,0.31288,0.363793,0.919496,Oval
1.166996,0.771316,0.827469,1.512992,1.072801,1.25095,0.313325,0.352646,0.93214,Oval
1.164368,0.788438,0.837345,1.476804,1.062031,1.230177,0.313242,0.34853,0.941592,Oval
1.221824,0.799519,0.821411,1.528198,1.027381,1.233859,0.309421,0.381566,0.973348,Oval
1.199335,0.787004,0.834119,1.523925,1.059867,1.233713,0.322642,0.342921,0.943515,Oval
1.211486,0.788595,0.845826,1.536258,1.072573,1.223674,0.305468,0.356651,0.932337,Oval
1.178195,0.788972,0.814267,1.493329,1.03206,1.247474,0.310429,0.37045,0.968936,Oval
1.194494,0.761978,0.834989,1.567623,1.095819,1.252374,0.31531,0.345592,0.91256,Oval
1.169071,0.770704,0.836648,1.516887,1.085564,1.244282,0.311772,0.352391,0.92118,Oval
1.149871,0.7687,0.838182,1.495864,1.090388,1.244647,0.306558,0.346613,0.917105,Oval
1.196731,0.80529,0.840189,1.486088,1.043338,1.215452,0.307279,0.362314,0.958462,Oval
1.176252,0.77361,0.849639,1.520471,1.098277,1.232097,0.310121,0.358402,0.910517,Oval
1.201906,0.769195,0.817496,1.56255,1.062794,1.260485,0.30399,0.360077,0.940916,Oval
1.187931,0.801006,0.832309,1.483048,1.039079,1.224503,0.304643,0.368192,0.96239,Oval
1.200795,0.782493,0.83665,1.534575,1.069211,1.235221,0.28123,0.397244,0.935269,Oval
1.187625,0.779499,0.82442,1.523575,1.057629,1.246946,0.302398,0.374625,0.945511,Oval
1.180216,0.800203,0.828878,1.474895,1.035834,1.227686,0.306392,0.366193,0.965405,Oval
1.135632,0.772907,0.837393,1.469301,1.083434,1.242005,0.32536,0.325483,0.922991,Oval
1.132559,0.78506,0.834965,1.44264,1.063568,1.234549,0.284644,0.379681,0.940231,Oval
1.191575,0.785012,0.848987,1.517906,1.081495,1.223991,0.306538,0.366603,0.924646,Oval
1.211317,0.78793,0.862279,1.53734,1.09436,1.211967,0.319979,0.356889,0.913776,Oval
1.168092,0.775573,0.825679,1.506102,1.064606,1.249022,0.302981,0.365317,0.939315,Oval
1.181791,0.786647,0.852241,1.502313,1.083383,1.220339,0.312096,0.35606,0.923034,Oval
1.162713,0.776186,0.84376,1.497982,1.087059,1.234609,0.302728,0.361894,0.919913,Oval
1.1871,0.795041,0.839209,1.493131,1.055555,1.223803,0.311854,0.354363,0.947369,Oval
1.208811,0.813736,0.853045,1.485508,1.048307,1.199918,0.297961,0.375252,0.953919,Oval
1.166728,0.770861,0.831661,1.513539,1.078873,1.248033,0.303662,0.356219,0.926894,Oval
1.192355,0.757889,0.852814,1.573257,1.125249,1.241694,0.305761,0.350646,0.888692,Oval
1.162527,0.754011,0.839914,1.541791,1.113928,1.254764,0.286871,0.377496,0.897724,Oval
1.173236,0.772914,0.844395,1.517939,1.092482,1.236622,0.302637,0.371702,0.915347,Oval
1.214588,0.745636,0.867575,1.628929,1.163538,1.239764,0.311408,0.335747,0.859448,Oval
1.14709,0.773212,0.819371,1.483538,1.059698,1.255822,0.304043,0.36309,0.943666,Oval
1.185063,0.77956,0.849881,1.520169,1.090207,1.227415,0.305694,0.368613,0.917257,Oval
1.153469,0.808045,0.842407,1.427481,1.042525,1.211789,0.297065,0.362407,0.95921,Oval
1.158972,0.769916,0.878841,1.505323,1.141476,1.213035,0.33211,0.324971,0.876059,Oval
1.164015,0.788613,0.827942,1.476028,1.04987,1.237199,0.305728,0.354804,0.952499,Oval
1.18909,0.750092,0.861142,1.585258,1.148048,1.241285,0.325174,0.319167,0.871044,Oval
1.145879,0.757645,0.828317,1.512422,1.093278,1.261065,0.312122,0.351135,0.91468,Oval
1.183938,0.770734,0.854858,1.536118,1.109149,1.230321,0.304771,0.377264,0.901592,Oval
1.190641,0.760834,0.837142,1.564916,1.100295,1.251584,0.317899,0.335474,0.908847,Oval
1.19295,0.775066,0.827716,1.539159,1.067929,1.24783,0.30307,0.365229,0.936391,Oval
1.170895,0.813305,0.804226,1.439675,0.988837,1.236453,0.30567,0.367939,1.011289,Oval
1.221248,0.787653,0.842601,1.550489,1.069761,1.226803,0.313883,0.35529,0.934789,Oval
1.133544,0.768121,0.844978,1.475737,1.100059,1.23985,0.325431,0.318304,0.909042,Oval
1.211399,0.757236,0.847464,1.599763,1.119154,1.246338,0.310087,0.360298,0.893532,Oval
1.21034,0.779158,0.824805,1.553395,1.058584,1.246912,0.298823,0.378506,0.944658,Oval
1.164304,0.763508,0.836316,1.52494,1.095359,1.250138,0.312272,0.344436,0.912943,Oval
1.210637,0.775354,0.82874,1.561399,1.068853,1.24681,0.293046,0.371566,0.935582,Oval
1.226903,0.812486,0.799886,1.510061,0.984493,1.240409,0.300333,0.366357,1.015752,Oval
1.194045,0.774452,0.838401,1.541793,1.082573,1.240039,0.293976,0.368563,0.923725,Oval
1.162616,0.785789,0.832159,1.479553,1.059012,1.236134,0.296268,0.368728,0.944277,Oval
1.216258,0.784361,0.819638,1.550636,1.044976,1.246884,0.283594,0.408837,0.95696,Oval
1.195543,0.791172,0.82503,1.511104,1.042796,1.237469,0.323923,0.334817,0.958961,Oval
1.232594,0.787016,0.832146,1.566161,1.057343,1.235207,0.284392,0.41485,0.945767,Oval
1.140939,0.782739,0.807834,1.457623,1.03206,1.257409,0.292277,0.381926,0.968936,Oval
1.155768,0.797839,0.797839,1.448623,1.0,1.253386,0.30154,0.357315,1.0,Oval
1.252961,0.782103,0.825314,1.60204,1.05525,1.244232,0.291656,0.390248,0.947643,Oval
1.234765,0.747906,0.868017,1.650963,1.160597,1.237683,0.325251,0.325562,0.861626,Oval
1.247657,0.765032,0.831949,1.630855,1.08747,1.252363,0.302204,0.360091,0.919566,Oval
1.221604,0.794657,0.837843,1.537273,1.054346,1.225115,0.309861,0.354231,0.948455,Oval
1.181327,0.803208,0.837352,1.470761,1.042509,1.219096,0.270099,0.415593,0.959224,Oval
1.184507,0.78341,0.800848,1.511989,1.02226,1.262421,0.312191,0.360309,0.978225,Oval
1.25618,0.769299,0.872721,1.632889,1.134438,1.218012,0.298569,0.362253,0.881494,Oval
1.148928,0.750599,0.834144,1.530682,1.111305,1.262034,0.31917,0.340219,0.899843,Oval
1.18142,0.790852,0.841455,1.493858,1.063986,1.22526,0.306008,0.343732,0.939862,Oval
1.21962,0.771125,0.871283,1.581611,1.129885,1.217724,0.323946,0.327463,0.885046,Oval
1.178401,0.795879,0.824584,1.480629,1.036067,1.234215,0.291472,0.36641,0.965188,Oval
1.19878,0.788563,0.862633,1.520209,1.09393,1.211243,0.307752,0.354777,0.914135,Oval
1.218636,0.799855,0.830011,1.523572,1.037702,1.227095,0.298185,0.363349,0.963668,Oval
1.210194,0.819155,0.84314,1.47737,1.029281,1.203156,0.2835,0.369303,0.971552,Oval
1.227185,0.752232,0.871468,1.63139,1.158509,1.231754,0.33018,0.305285,0.863179,Oval
1.202526,0.806038,0.818287,1.491897,1.015196,1.231281,0.301564,0.370967,0.985031,Oval
1.25265,0.807111,0.835742,1.552017,1.035474,1.217395,0.311825,0.348313,0.965742,Oval
1.205228,0.759114,0.82431,1.587678,1.085885,1.263086,0.312665,0.342275,0.920908,Oval
1.195125,0.752333,0.840554,1.588558,1.117263,1.255582,0.310886,0.343788,0.895045,Oval
1.195094,0.78094,0.816785,1.530328,1.0459,1.25178,0.313397,0.353388,0.956115,Oval
1.199239,0.79103,0.832088,1.516048,1.051905,1.232196,0.304546,0.374702,0.950656,Oval
1.170079,0.783837,0.795225,1.492758,1.014529,1.266574,0.309693,0.350362,0.985679,Oval
1.216516,0.797412,0.824324,1.525581,1.03375,1.233246,0.299926,0.378337,0.967352,Oval
1.262538,0.753672,0.877203,1.675183,1.163906,1.226336,0.329558,0.329558,0.859176,Oval
1.169626,0.779022,0.842088,1.501404,1.080956,1.233723,0.305091,0.353306,0.925107,Oval
1.136731,0.768136,0.845593,1.479858,1.100838,1.239366,0.325936,0.321178,0.908399,Oval
1.173378,0.768353,0.834296,1.527134,1.085824,1.247934,0.323892,0.338187,0.92096,Oval
1.202373,0.778102,0.832584,1.545265,1.07002,1.241707,0.312266,0.352806,0.934562,Oval
1.193068,0.802355,0.787837,1.486958,0.981906,1.25771,0.289739,0.381911,1.018428,Oval
1.196379,0.763791,0.828848,1.566369,1.085177,1.255778,0.318756,0.340158,0.921509,Oval
1.191033,0.771348,0.837041,1.544092,1.085167,1.24348,0.316637,0.337226,0.921518,Oval
1.161043,0.793006,0.827972,1.464104,1.044093,1.233823,0.303731,0.370902,0.957769,Oval
1.2054,0.74905,0.889639,1.609239,1.18769,1.220488,0.328078,0.331231,0.84197,Oval
1.177377,0.765477,0.829164,1.538095,1.083198,1.254201,0.302456,0.364893,0.923192,Oval
1.211856,0.786931,0.858099,1.539978,1.090438,1.215783,0.306326,0.361965,0.917063,Oval
1.206592,0.781155,0.828118,1.544627,1.060121,1.242797,0.300407,0.363471,0.943289,Oval
1.229299,0.803547,0.829883,1.529841,1.032775,1.224418,0.302015,0.377467,0.968265,Oval
1.126881,0.774704,0.835082,1.454595,1.077936,1.242401,0.330775,0.312858,0.927699,Oval
1.168375,0.767991,0.834536,1.521339,1.086647,1.248029,0.313741,0.347671,0.920262,Oval
1.189279,0.798312,0.856911,1.489742,1.073403,1.208296,0.305557,0.36704,0.931617,Oval
1.157218,0.7794,0.830934,1.484755,1.06612,1.241979,0.292502,0.381175,0.93798,Oval
1.196629,0.792135,0.853933,1.510638,1.078014,1.215017,0.319283,0.338061,0.927632,Oval
1.231214,0.780191,0.80933,1.578093,1.037349,1.258241,0.300424,0.37177,0.963996,Oval
1.191561,0.809795,0.818416,1.471436,1.010646,1.228342,0.312044,0.364844,0.989466,Oval
1.215173,0.764127,0.844485,1.590277,1.105164,1.243308,0.302561,0.379766,0.904843,Oval
1.189269,0.766041,0.849651,1.552487,1.109145,1.237859,0.3033,0.350942,0.901595,Oval
1.193393,0.801996,0.80833,1.488028,1.007898,1.241984,0.294793,0.356914,0.992164,Oval
1.169694,0.780197,0.836036,1.499228,1.07157,1.237445,0.309566,0.342037,0.93321,Oval
1.207992,0.812231,0.807587,1.487252,0.994283,1.234706,0.298346,0.361439,1.00575,Oval
1.177877,0.817589,0.81376,1.440672,0.995317,1.22598,0.255524,0.430415,1.004705,Oval
1.198998,0.789758,0.82386,1.518185,1.04318,1.239451,0.308975,0.348346,0.958607,Oval
1.206823,0.766907,0.825144,1.573623,1.075938,1.256241,0.314103,0.349215,0.929422,Oval
1.155683,0.749694,0.843133,1.54154,1.124637,1.255629,0.342316,0.297409,0.889176,Oval
1.232037,0.80495,0.831661,1.530576,1.033183,1.222037,0.290075,0.386754,0.967882,Oval
1.248526,0.777082,0.843924,1.606686,1.086017,1.233802,0.295992,0.382047,0.920796,Oval
1.185464,0.776178,0.836056,1.527309,1.077144,1.240515,0.309901,0.365569,0.928381,Oval
1.22368,0.793864,0.815782,1.541423,1.027609,1.242509,0.297489,0.390695,0.973133,Oval
1.225447,0.794512,0.79476,1.542389,1.000312,1.258437,0.309526,0.348077,0.999688,Oval
1.229512,0.760679,0.846129,1.616334,1.112334,1.244703,0.3158,0.338408,0.899011,Oval
1.178823,0.775278,0.816552,1.520517,1.053238,1.256415,0.307482,0.361878,0.949453,Oval
1.163371,0.731561,0.867785,1.590259,1.18621,1.250512,0.337802,0.300997,0.843021,Oval
1.1339,0.774469,0.823647,1.4641,1.063499,1.251474,0.322826,0.335759,0.940292,Oval
1.196633,0.768726,0.851882,1.556645,1.108174,1.234105,0.322967,0.336861,0.902385,Oval
1.12767,0.774931,0.819912,1.455188,1.058045,1.254042,0.321387,0.348066,0.945139,Oval
1.263231,0.8041,0.840496,1.570988,1.045264,1.216104,0.299272,0.397322,0.956696,Oval
1.174439,0.772593,0.861682,1.520126,1.115312,1.223784,0.302161,0.392847,0.89661,Oval
1.133444,0.794126,0.850083,1.427286,1.070464,1.21639,0.318322,0.341624,0.934174,Oval
1.228772,0.780481,0.83346,1.574378,1.06788,1.239203,0.29981,0.37883,0.936434,Oval
1.269729,0.825681,0.811097,1.537796,0.982337,1.221913,0.294208,0.370811,1.017981,Oval
1.193997,0.774518,0.819669,1.541599,1.058295,1.254558,0.281532,0.385125,0.944916,Oval
1.201829,0.772689,0.831327,1.555384,1.075888,1.24687,0.318934,0.335351,0.929465,Oval
1.209696,0.756954,0.849051,1.598111,1.121667,1.245326,0.303082,0.372826,0.89153,Oval
1.177424,0.813277,0.803378,1.447753,0.987829,1.237122,0.301398,0.373024,1.012321,Oval
1.202802,0.773709,0.872505,1.554593,1.127691,1.214909,0.323413,0.33945,0.886767,Oval
1.217727,0.788494,0.844243,1.54437,1.070703,1.224937,0.301073,0.369341,0.933966,Oval
1.204121,0.770673,0.814517,1.562428,1.05689,1.261678,0.305316,0.360251,0.946172,Oval
1.229393,0.750573,0.860392,1.637939,1.146313,1.241492,0.310011,0.345631,0.872362,Oval
1.201786,0.753242,0.882931,1.595484,1.172174,1.222365,0.324103,0.324006,0.853116,Oval
1.25756,0.778339,0.870964,1.615697,1.119004,1.212634,0.29927,0.385217,0.893652,Oval
1.181775,0.764776,0.844879,1.545257,1.104741,1.242503,0.325793,0.334811,0.90519,Oval
1.192399,0.793822,0.822403,1.502097,1.036004,1.237451,0.31034,0.346185,0.965247,Oval
1.184457,0.787823,0.833995,1.503456,1.058607,1.233184,0.299525,0.350605,0.944638,Oval
1.219016,0.774406,0.836369,1.574129,1.080013,1.241638,0.291681,0.385205,0.925915,Oval
1.147758,0.802305,0.839263,1.430577,1.046065,1.218347,0.289141,0.371578,0.955963,Oval
1.218107,0.797736,0.855094,1.526955,1.071901,1.210046,0.298048,0.380445,0.932922,Oval
1.196942,0.794006,0.810372,1.507472,1.020612,1.246589,0.295918,0.370998,0.979805,Oval
1.249965,0.794789,0.813419,1.572701,1.02344,1.24362,0.292537,0.394041,0.977097,Oval
1.181237,0.77944,0.818779,1.515495,1.050472,1.251393,0.311137,0.349883,0.951953,Oval
1.156447,0.767411,0.844287,1.506946,1.100176,1.240928,0.328023,0.324649,0.908946,Oval
1.217299,0.755929,0.855596,1.610336,1.131848,1.241061,0.306245,0.335953,0.883511,Oval
1.13985,0.769036,0.832715,1.482179,1.082803,1.248633,0.316072,0.350751,0.923529,Oval
1.212267,0.788286,0.870397,1.537853,1.104164,1.205777,0.312821,0.346079,0.905663,Oval
1.254995,0.794322,0.843325,1.579958,1.061692,1.221265,0.296839,0.39128,0.941893,Oval
1.185679,0.790453,0.813278,1.5,1.028876,1.247092,0.286744,0.399266,0.971935,Oval
1.245566,0.774069,0.847055,1.609116,1.094289,1.233712,0.307295,0.354034,0.913835,Oval
1.179238,0.777407,0.83029,1.516888,1.068026,1.244016,0.307224,0.354227,0.936307,Oval
1.174489,0.791928,0.852435,1.483075,1.076405,1.216276,0.285767,0.37731,0.929019,Oval
1.166829,0.779722,0.828014,1.496468,1.061935,1.243985,0.318125,0.347075,0.941677,Oval
1.208172,0.764675,0.859991,1.579981,1.12465,1.231023,0.310864,0.359547,0.889166,Oval
1.164468,0.780373,0.815341,1.492194,1.044808,1.253358,0.302752,0.360183,0.957113,Oval
1.1706,0.784541,0.830788,1.492083,1.058948,1.238138,0.311593,0.344525,0.944333,Oval
1.186329,0.765863,0.819163,1.54901,1.069595,1.261809,0.309348,0.340853,0.934933,Oval
1.148525,0.803253,0.811777,1.429842,1.010611,1.238367,0.301784,0.36362,0.9895,Oval
1.084584,0.781308,0.802803,1.388165,1.027512,1.262538,0.298224,0.364788,0.973225,Round
1.116223,0.783916,0.83754,1.423907,1.068406,1.23346,0.330456,0.330456,0.935974,Round
1.116487,0.766443,0.804857,1.456713,1.05012,1.272832,0.322135,0.338811,0.952272,Round
1.147269,0.756725,0.861895,1.516098,1.138981,1.23562,0.311494,0.350865,0.877978,Round
1.150096,0.757,0.822333,1.519282,1.086306,1.266357,0.292448,0.374949,0.920551,Round
1.114701,0.759865,0.83874,1.466972,1.103802,1.25109,0.311895,0.353711,0.90596,Round
1.1041,0.819512,0.805519,1.347266,0.982925,1.230746,0.302612,0.364495,1.017371,Round
1.126641,0.824126,0.802168,1.367073,0.973356,1.22979,0.302388,0.37091,1.027373,Round
1.091822,0.74635,0.869156,1.462883,1.164542,1.238002,0.316783,0.352176,0.858707,Round
1.174221,0.772454,0.831705,1.520118,1.076706,1.246759,0.318244,0.34668,0.928759,Round
1.187241,0.793839,0.84803,1.495569,1.068264,1.218124,0.306097,0.362337,0.936098,Round
1.090027,0.78365,0.809397,1.390961,1.032854,1.255456,0.313776,0.350764,0.968191,Round
1.113674,0.782256,0.831496,1.42367,1.062947,1.239348,0.307578,0.36899,0.940781,Round
1.128243,0.809148,0.836271,1.394359,1.03352,1.215496,0.296809,0.377781,0.967567,Round
1.198025,0.779494,0.822934,1.536926,1.055728,1.248105,0.298641,0.35967,0.947213,Round
1.077526,0.781405,0.823704,1.378959,1.054132,1.246021,0.293232,0.360554,0.948648,Round
1.034329,0.784691,0.84001,1.318136,1.070497,1.230996,0.299359,0.376121,0.934145,Round
1.096522,0.767092,0.818584,1.429452,1.067126,1.261291,0.302742,0.357925,0.937097,Round
1.140539,0.774937,0.841195,1.471782,1.085501,1.237522,0.278472,0.394615,0.921234,Round
1.206291,0.806477,0.832631,1.495755,1.03243,1.220176,0.299654,0.391189,0.968589,Round
1.212792,0.797728,0.769887,1.520307,0.965099,1.275823,0.307056,0.357322,1.036163,Round
1.14699,0.748677,0.877452,1.532022,1.172004,1.229915,0.333878,0.296832,0.85324,Round
1.170186,0.80273,0.812817,1.457758,1.012566,1.23797,0.313219,0.334721,0.98759,Round
1.212546,0.757204,0.828148,1.601348,1.093692,1.26155,0.31249,0.342722,0.914334,Round
1.153055,0.797904,0.806673,1.445105,1.010991,1.246434,0.289694,0.394765,0.989128,Round
1.18843,0.788105,0.823302,1.50796,1.04466,1.241152,0.316847,0.327188,0.957249,Round
1.220338,0.803015,0.810376,1.519695,1.009167,1.239625,0.30583,0.372464,0.990917,Round
1.193408,0.750413,0.840151,1.590334,1.119585,1.257415,0.319958,0.331177,0.893188,Round
1.181088,0.797074,0.82033,1.481779,1.029177,1.236549,0.313363,0.3339,0.97165,Round
1.131257,0.7831,0.818971,1.444588,1.045806,1.248384,0.296087,0.38416,0.9562,Round
1.165734,0.792866,0.822428,1.470279,1.037285,1.238165,0.29963,0.3604,0.964056,Round
1.215203,0.800121,0.80844,1.518773,1.010397,1.243347,0.287779,0.387525,0.98971,Round
1.132603,0.811156,0.814852,1.396283,1.004557,1.230007,0.323567,0.352881,0.995464,Round
1.144666,0.810835,0.821136,1.411712,1.012704,1.225512,0.31323,0.334918,0.987455,Round
1.153108,0.807509,0.815144,1.427982,1.009455,1.232549,0.285893,0.374558,0.990634,Round
1.09392,0.773479,0.867792,1.414286,1.121934,1.218568,0.307193,0.371705,0.891318,Round
1.220809,0.786886,0.783675,1.551442,0.995919,1.27343,0.305219,0.351307,1.004097,Round
1.124679,0.790065,0.816361,1.423527,1.033283,1.245,0.300363,0.358523,0.967789,Round
1.136226,0.788052,0.811865,1.441815,1.030217,1.250065,0.295479,0.360651,0.97067,Round
1.216204,0.748545,0.82631,1.624757,1.103888,1.269958,0.320348,0.315084,0.905889,Round
1.270426,0.770741,0.831339,1.648318,1.078623,1.248377,0.29748,0.365871,0.927108,Round
1.130952,0.791667,0.815476,1.428571,1.030075,1.244444,0.310526,0.363196,0.970803,Round
1.209026,0.792279,0.800995,1.52601,1.011001,1.255277,0.305189,0.358256,0.989119,Round
1.227843,0.805727,0.802584,1.523894,0.996099,1.243541,0.279391,0.38673,1.003916,Round
1.071803,0.800943,0.831079,1.338176,1.037625,1.225473,0.299735,0.372298,0.963739,Round
1.146374,0.770839,0.798274,1.487176,1.03559,1.274605,0.320031,0.343976,0.965633,Round
1.111406,0.774474,0.829898,1.435046,1.071563,1.246594,0.292265,0.380183,0.933216,Round
1.118089,0.78385,0.827275,1.426407,1.055401,1.241369,0.305987,0.36072,0.947508,Round
1.115884,0.770922,0.823138,1.447467,1.067732,1.254658,0.298489,0.385637,0.936564,Round
1.054865,0.77269,0.805846,1.365185,1.042909,1.266997,0.282081,0.395851,0.958857,Round
1.168726,0.775166,0.806284,1.50771,1.040143,1.264662,0.304842,0.342226,0.961406,Round
1.137912,0.767427,0.827298,1.482763,1.078016,1.254135,0.318318,0.315165,0.92763,Round
1.07921,0.738791,0.860153,1.460779,1.164271,1.250825,0.313254,0.344365,0.858907,Round
1.083109,0.799895,0.826488,1.354063,1.033245,1.229723,0.298889,0.355435,0.967824,Round
