r1,r2,r3,r4,r5,r6,r7,r8,r9,label
1.156625,0.779143,0.838232,1.484484,1.075839,1.236572,0.314732,0.362361,0.929507,Heart
1.147152,0.779387,0.84551,1.471864,1.08484,1.230847,0.327006,0.314007,0.921795,Heart
1.202044,0.769568,0.80036,1.561973,1.040013,1.273944,0.302284,0.383502,0.961527,Heart
1.135812,0.762302,0.830917,1.489976,1.09001,1.25532,0.324783,0.329168,0.917423,Heart
1.198672,0.792616,0.842369,1.512298,1.06277,1.223253,0.312103,0.347811,0.940937,Heart
1.147922,0.793001,0.849068,1.447567,1.070702,1.217976,0.326338,0.33981,0.933967,Heart
1.208808,0.765142,0.85654,1.579847,1.119452,1.233287,0.297476,0.367705,0.893295,Heart
1.217915,0.762758,0.812381,1.596726,1.065058,1.269729,0.304189,0.351593,0.938916,Heart
1.155349,0.786857,0.828977,1.468309,1.05353,1.237751,0.323885,0.337956,0.94919,Heart
1.146673,0.778322,0.821882,1.473263,1.055966,1.249841,0.310402,0.353013,0.947,Heart
1.158971,0.808613,0.818588,1.433283,1.012336,1.229105,0.321139,0.340049,0.987815,Heart
1.18672,0.755651,0.842874,1.57046,1.115427,1.251153,0.32352,0.331063,0.896517,Heart
1.187741,0.753268,0.887681,1.576784,1.17844,1.218807,0.318382,0.330326,0.84858,Heart
1.187226,0.775859,0.841115,1.530209,1.084108,1.236878,0.298138,0.394022,0.922417,Heart
1.201249,0.754382,0.854608,1.592362,1.132859,1.243016,0.308245,0.343168,0.882722,Heart
1.241633,0.737489,0.8541,1.683594,1.158118,1.256605,0.32886,0.305354,0.86347,Heart
1.186182,0.783456,0.853451,1.514037,1.08934,1.221816,0.32242,0.333832,0.917987,Heart
1.199969,0.790735,0.853256,1.517536,1.079066,1.216552,0.313932,0.336149,0.926727,Heart
1.185395,0.776008,0.841881,1.527557,1.084888,1.236179,0.322156,0.339502,0.921754,Heart
1.160147,0.793344,0.799982,1.462351,1.008368,1.255236,0.287314,0.396659,0.991702,Heart
1.21097,0.770453,0.813903,1.571763,1.056394,1.262343,0.307735,0.348869,0.946616,Heart
1.199741,0.784739,0.842872,1.52884,1.074079,1.228795,0.318197,0.336144,0.93103,Heart
1.167667,0.749761,0.825131,1.557387,1.100526,1.269928,0.305793,0.352579,0.908656,Heart
1.183723,0.760058,0.813009,1.557411,1.069668,1.271401,0.294732,0.381639,0.93487,Heart
1.204796,0.767738,0.876668,1.569279,1.141884,1.216245,0.312525,0.357792,0.875746,Heart
1.206041,0.805189,0.805205,1.497836,1.00002,1.241932,0.30617,0.365961,0.99998,Heart
1.233702,0.782228,0.838365,1.577164,1.071765,1.234116,0.298437,0.366003,0.93304,Heart
1.220886,0.78777,0.807065,1.5498,1.024493,1.254048,0.300193,0.370517,0.976093,Heart
1.180184,0.794932,0.821757,1.484634,1.033745,1.237096,0.316284,0.353351,0.967357,Heart
1.1647,0.754964,0.829687,1.542723,1.098976,1.262108,0.298145,0.374226,0.909938,Heart
1.168005,0.771008,0.847338,1.514907,1.099001,1.23583,0.326769,0.327031,0.909918,Heart
1.162541,0.782785,0.823063,1.485134,1.051454,1.245448,0.321313,0.333559,0.951064,Heart
1.271153,0.790267,0.853842,1.608511,1.080448,1.216464,0.295768,0.378475,0.925542,Heart
1.216092,0.784009,0.846039,1.551121,1.07912,1.226958,0.311104,0.341868,0.926681,Heart
1.230752,0.78168,0.845567,1.574496,1.08173,1.229069,0.314617,0.347455,0.924445,Heart
1.246302,0.770471,0.867165,1.617585,1.1255,1.221272,0.32475,0.3392,0.888494,Heart
1.156993,0.794925,0.837771,1.455474,1.053899,1.224967,0.301412,0.384842,0.948857,Heart
1.154431,0.789396,0.841648,1.462423,1.066192,1.226209,0.319879,0.325986,0.937917,Heart
1.154433,0.789863,0.81769,1.46156,1.03523,1.244127,0.3158,0.364355,0.965969,Heart
1.236689,0.787999,0.801669,1.569404,1.017348,1.258125,0.296223,0.384245,0.982948,Heart
1.194767,0.788687,0.847945,1.514881,1.075135,1.222022,0.312045,0.351476,0.930116,Heart
1.208984,0.79731,0.837263,1.51633,1.05011,1.223562,0.295742,0.375092,0.952281,Heart
1.25764,0.781816,0.845272,1.608614,1.081166,1.22919,0.304209,0.366447,0.924928,Heart
1.214772,0.799947,0.851887,1.518566,1.06493,1.210776,0.298758,0.353842,0.939029,Heart
1.117805,0.776363,0.833312,1.439797,1.073355,1.242487,0.330909,0.312793,0.931659,Heart
1.124997,0.768765,0.84217,1.463382,1.095485,1.241515,0.345171,0.322753,0.912838,Heart
1.174093,0.795993,0.840938,1.475004,1.056463,1.221798,0.313534,0.364402,0.946554,Heart
1.233735,0.774327,0.846573,1.5933,1.093302,1.233883,0.284236,0.394813,0.914661,Heart
1.205317,0.792713,0.831295,1.520496,1.04867,1.231521,0.30558,0.380929,0.953589,Heart
1.169711,0.779147,0.868954,1.501272,1.115264,1.213518,0.309776,0.353114,0.896649,Heart
1.158796,0.738034,0.857452,1.570111,1.161806,1.253536,0.317854,0.359652,0.860729,Heart
1.218976,0.775067,0.845503,1.572735,1.090878,1.234133,0.304016,0.35835,0.916693,Heart
1.191859,0.770272,0.834577,1.547322,1.083484,1.246224,0.314777,0.342703,0.922949,Heart
1.158646,0.769787,0.825201,1.505152,1.071987,1.253928,0.294538,0.390389,0.932847,Heart
1.187338,0.803921,0.814784,1.476935,1.013514,1.235556,0.320762,0.359759,0.986667,Heart
1.198974,0.788094,0.836172,1.521359,1.061004,1.231325,0.313398,0.358472,0.942503,Heart
1.165216,0.793136,0.821631,1.469124,1.035926,1.238569,0.301658,0.360958,0.96532,Heart
1.194631,0.796293,0.839971,1.50024,1.054851,1.222297,0.306198,0.358127,0.948001,Heart
1.227824,0.794801,0.840862,1.54482,1.057954,1.222746,0.305508,0.37087,0.945221,Heart
1.179595,0.77771,0.855103,1.516754,1.099514,1.22488,0.311548,0.347982,0.909492,Heart
1.244482,0.806326,0.848077,1.543399,1.051779,1.208896,0.303349,0.368803,0.95077,Heart
1.210595,0.778747,0.845243,1.554542,1.085388,1.231535,0.311026,0.335099,0.921329,Heart
1.153306,0.771641,0.838848,1.494614,1.087096,1.241859,0.308845,0.361704,0.919882,Heart
1.201359,0.777319,0.827953,1.545516,1.06514,1.245895,0.310137,0.363449,0.938844,Heart
1.196633,0.790103,0.853066,1.514528,1.07969,1.21716,0.298924,0.380831,0.926192,Heart
1.228822,0.782145,0.853089,1.571092,1.090704,1.223067,0.304934,0.372354,0.916839,Heart
1.182173,0.763489,0.834336,1.548383,1.092795,1.251701,0.318917,0.333147,0.915085,Heart
1.202117,0.790695,0.830546,1.520329,1.0504,1.233623,0.292334,0.409797,0.952018,Heart
1.166121,0.753254,0.860562,1.548111,1.142459,1.239299,0.318484,0.347398,0.875305,Heart
1.182593,0.769813,0.870944,1.536209,1.131371,1.21895,0.332903,0.318082,0.883883,Heart
1.15757,0.760796,0.843494,1.521525,1.108699,1.246658,0.302936,0.38087,0.901958,Heart
1.215172,0.763053,0.839469,1.592514,1.100145,1.248033,0.302199,0.365428,0.908971,Heart
1.128702,0.819869,0.842762,1.376685,1.027922,1.202913,0.304033,0.384709,0.972836,Heart
1.186497,0.754813,0.848985,1.571909,1.124762,1.24704,0.327008,0.323167,0.889077,Heart
1.218678,0.814659,0.854696,1.495936,1.049146,1.198067,0.298873,0.386163,0.953156,Heart
1.132952,0.771228,0.804147,1.469024,1.042684,1.269539,0.324006,0.333202,0.959063,Heart
1.174776,0.753527,0.832589,1.559036,1.104923,1.260941,0.286254,0.396446,0.905041,Heart
1.17854,0.809139,0.817438,1.456536,1.010256,1.229576,0.302787,0.373352,0.989848,Heart
1.1906,0.76376,0.833897,1.558867,1.091832,1.251833,0.299601,0.375502,0.915892,Heart
1.214977,0.789138,0.834127,1.539627,1.057011,1.232085,0.292483,0.404645,0.946064,Heart
1.175684,0.792094,0.813607,1.484273,1.027159,1.245562,0.314016,0.34156,0.973559,Heart
1.247791,0.768668,0.851284,1.623316,1.10748,1.234605,0.311322,0.377475,0.902951,Heart
1.164638,0.763877,0.847557,1.524641,1.109547,1.24113,0.318114,0.347169,0.901268,Heart
1.247359,0.793923,0.819063,1.571134,1.031667,1.239936,0.279276,0.416421,0.969305,Heart
1.291247,0.776705,0.859213,1.662468,1.106228,1.222555,0.304534,0.349705,0.903972,Heart
1.182447,0.754687,0.892945,1.566804,1.183198,1.213863,0.324438,0.340515,0.845167,Heart
1.191702,0.756286,0.8592,1.575731,1.136078,1.238018,0.301198,0.376257,0.880221,Heart
1.214032,0.786743,0.846523,1.54311,1.075983,1.22454,0.30289,0.367618,0.929382,Heart
1.198339,0.801665,0.818887,1.494813,1.021483,1.234148,0.280486,0.410374,0.978969,Heart
1.159731,0.761098,0.86761,1.523759,1.139945,1.227967,0.319827,0.337906,0.877236,Heart
1.192958,0.812894,0.831361,1.467545,1.022717,1.216356,0.323551,0.348333,0.977787,Heart
1.210072,0.803077,0.842849,1.506795,1.049525,1.215122,0.315403,0.347587,0.952812,Heart
1.17441,0.761507,0.863911,1.542218,1.134475,1.230453,0.323476,0.335004,0.881465,Heart
1.214902,0.765388,0.818375,1.587302,1.069229,1.262815,0.303191,0.365537,0.935253,Heart
1.185736,0.757484,0.837024,1.565362,1.105006,1.254306,0.291621,0.381681,0.904972,Heart
1.214611,0.778967,0.842646,1.559259,1.081748,1.23334,0.287122,0.416206,0.924429,Heart
1.188232,0.797519,0.822086,1.489911,1.030805,1.234869,0.292179,0.404074,0.970116,Heart
1.190393,0.754908,0.827782,1.576872,1.096533,1.263672,0.299394,0.37843,0.911965,Heart
1.235315,0.751888,0.815613,1.642951,1.084754,1.275916,0.298535,0.387383,0.921868,Heart
1.161459,0.78728,0.825919,1.475282,1.04908,1.239773,0.284643,0.399687,0.953217,Heart
1.178632,0.761928,0.833355,1.546907,1.093745,1.253696,0.303015,0.373752,0.91429,Heart
1.183741,0.779361,0.84551,1.518861,1.084877,1.230867,0.304295,0.354194,0.921764,Heart
1.164638,0.760548,0.802783,1.531316,1.055533,1.27932,0.286687,0.376578,0.947389,Heart
1.166676,0.763014,0.879522,1.529037,1.152695,1.217629,0.324262,0.336577,0.867532,Heart
1.244815,0.757007,0.845559,1.644391,1.116977,1.247999,0.3075,0.365794,0.895274,Heart
1.195481,0.773827,0.838529,1.544894,1.083613,1.240421,0.296053,0.395395,0.922838,Heart
1.226791,0.789979,0.860187,1.55294,1.088873,1.211999,0.294006,0.384299,0.918381,Heart
1.214538,0.74811,0.859334,1.623474,1.148674,1.244211,0.31103,0.347555,0.870569,Heart
1.17939,0.769408,0.85259,1.532854,1.108112,1.233047,0.298962,0.38059,0.902436,Heart
1.175384,0.790352,0.824365,1.487165,1.043035,1.238607,0.30167,0.365831,0.95874,Heart
1.201703,0.777047,0.868553,1.5465,1.117762,1.215362,0.304421,0.362227,0.894645,Heart
1.192934,0.793284,0.84061,1.503792,1.059659,1.224069,0.316347,0.33507,0.9437,Heart
1.1779,0.785267,0.850983,1.5,1.083686,1.222307,0.304878,0.370234,0.922776,Heart
1.169974,0.808913,0.812668,1.446353,1.004642,1.233364,0.296172,0.375195,0.99538,Heart
1.200576,0.784268,0.839834,1.530823,1.070851,1.231449,0.313105,0.359975,0.933837,Heart
1.219598,0.80142,0.837988,1.521797,1.045629,1.219953,0.290504,0.414757,0.956362,Heart
1.119813,0.774358,0.876236,1.446117,1.131563,1.211685,0.311435,0.356893,0.883733,Heart
1.140144,0.787462,0.832824,1.447873,1.057606,1.23435,0.322904,0.326608,0.945531,Heart
1.165103,0.75677,0.85549,1.539574,1.13045,1.240495,0.321353,0.339045,0.884604,Heart
1.175138,0.78009,0.845186,1.506414,1.083447,1.23056,0.312664,0.359182,0.92298,Heart
1.160821,0.768083,0.810698,1.511322,1.055481,1.2668,0.310309,0.343073,0.947435,Heart
1.229103,0.765729,0.859717,1.60514,1.122743,1.230431,0.319379,0.324908,0.890676,Heart
1.212656,0.78767,0.822834,1.539548,1.044643,1.241847,0.300209,0.388112,0.957265,Heart
1.158038,0.736826,0.835534,1.571657,1.133964,1.271973,0.323866,0.335371,0.881862,Heart
1.159888,0.786422,0.804909,1.474893,1.023507,1.25681,0.312222,0.358232,0.977033,Heart
1.184733,0.765796,0.800504,1.547061,1.045322,1.276895,0.302083,0.388546,0.956643,Heart
1.226737,0.779078,0.866284,1.574601,1.111934,1.215538,0.298612,0.369786,0.899334,Heart
1.175413,0.771467,0.832763,1.523607,1.079454,1.246704,0.319451,0.347216,0.926394,Heart
1.264114,0.778381,0.821791,1.624029,1.05577,1.249865,0.288132,0.401174,0.947176,Heart
1.22194,0.749022,0.883169,1.63138,1.179096,1.225347,0.307362,0.369662,0.848107,Heart
1.243554,0.756348,0.892081,1.644155,1.179459,1.213276,0.309305,0.340344,0.847846,Heart
1.17952,0.811618,0.812516,1.453294,1.001107,1.231425,0.302038,0.396154,0.998894,Heart
1.201836,0.763179,0.842256,1.574776,1.103615,1.245769,0.31392,0.350404,0.906113,Heart
1.217095,0.775044,0.823778,1.570356,1.062879,1.250921,0.298385,0.381633,0.940841,Heart
1.161946,0.7731,0.875316,1.502971,1.132216,1.213286,0.311498,0.348931,0.883224,Heart
1.16514,0.786423,0.80584,1.481569,1.02469,1.256074,0.308337,0.349997,0.975904,Heart
1.17872,0.785854,0.848228,1.499922,1.079371,1.223929,0.312173,0.354228,0.926465,Heart
1.205808,0.755806,0.851387,1.595393,1.126463,1.244406,0.321396,0.341209,0.887735,Heart
1.196443,0.809524,0.839286,1.477959,1.036765,1.212996,0.293571,0.373163,0.964539,Heart
1.146737,0.796207,0.832532,1.44025,1.045623,1.227944,0.325563,0.343343,0.956367,Heart
1.227357,0.788215,0.870799,1.557134,1.104774,1.205535,0.30861,0.358193,0.905163,Heart
1.215942,0.785343,0.853138,1.548295,1.086326,1.220643,0.327851,0.325347,0.920534,Heart
1.168879,0.799862,0.834716,1.461352,1.043575,1.223558,0.289515,0.411215,0.958244,Heart
1.210385,0.805098,0.799971,1.5034,0.993632,1.246052,0.296574,0.381647,1.006409,Heart
1.201988,0.769705,0.845061,1.561622,1.097903,1.238569,0.316348,0.336341,0.910828,Heart
1.184109,0.800573,0.837606,1.479076,1.046257,1.220868,0.293437,0.383295,0.955788,Heart
1.187492,0.805566,0.833342,1.474108,1.03448,1.220325,0.280758,0.397826,0.966669,Heart
1.201021,0.786161,0.83571,1.527705,1.063027,1.233144,0.285766,0.392568,0.94071,Heart
1.192405,0.7832,0.840698,1.522477,1.073413,1.231604,0.309712,0.363058,0.931608,Heart
1.200042,0.754486,0.852369,1.590542,1.129735,1.244667,0.324149,0.344114,0.885163,Heart
1.218381,0.769606,0.856957,1.583123,1.1135,1.229586,0.314306,0.348141,0.898069,Heart
1.160971,0.764317,0.833298,1.518964,1.090251,1.251866,0.292089,0.381435,0.91722,Heart
1.229702,0.787619,0.840151,1.56129,1.066698,1.228675,0.299085,0.368434,0.937473,Heart
1.183885,0.781016,0.845892,1.515827,1.083065,1.229326,0.300059,0.378855,0.923305,Heart
1.214411,0.773942,0.805257,1.569125,1.040462,1.266465,0.304747,0.366773,0.961112,Heart
1.185907,0.802655,0.827847,1.47748,1.031385,1.226616,0.310528,0.350655,0.96957,Heart
1.206327,0.797343,0.863459,1.512933,1.08292,1.204237,0.307402,0.339654,0.923429,Heart
1.184033,0.77988,0.845379,1.518225,1.083985,1.230573,0.309522,0.375187,0.922522,Heart
1.169207,0.773255,0.843436,1.51206,1.090761,1.237095,0.297739,0.368873,0.916791,Heart
1.217437,0.820934,0.817426,1.482991,0.995727,1.220733,0.314113,0.363134,1.004292,Oblong
1.20207,0.7935,0.846517,1.514896,1.066814,1.2195,0.322945,0.357694,0.93737,Oblong
1.280327,0.789874,0.799977,1.620926,1.012791,1.25798,0.287211,0.391746,0.987371,Oblong
1.216773,0.772248,0.819798,1.575624,1.061574,1.256245,0.313076,0.343463,0.941998,Oblong
1.241584,0.787787,0.853624,1.576039,1.083572,1.218463,0.305009,0.373424,0.922874,Oblong
1.250612,0.805137,0.838603,1.553292,1.041565,1.216738,0.297773,0.376724,0.960093,Oblong
1.25682,0.80542,0.864874,1.560454,1.073818,1.197394,0.301058,0.380711,0.931256,Oblong
1.285903,0.81991,0.830556,1.568347,1.012984,1.211779,0.297867,0.362255,0.987182,Oblong
1.212339,0.76966,0.86482,1.575163,1.12364,1.223631,0.317212,0.335663,0.889965,Oblong
1.257988,0.814731,0.855623,1.544053,1.05019,1.197351,0.310943,0.358015,0.952209,Oblong
1.2296,0.80279,0.795119,1.531658,0.990444,1.251636,0.277506,0.422987,1.009648,Oblong
1.219959,0.784403,0.862586,1.55527,1.099671,1.214337,0.313333,0.353388,0.909363,Oblong
1.227745,0.774696,0.806591,1.584808,1.04117,1.264793,0.314405,0.335377,0.960458,Oblong
1.314889,0.796746,0.81478,1.650323,1.022634,1.241059,0.274982,0.40143,0.977867,Oblong
1.245806,0.796995,0.771848,1.56313,0.968448,1.274825,0.313142,0.353537,1.03258,Oblong
1.217761,0.777632,0.804628,1.565987,1.034715,1.264015,0.311648,0.331057,0.966449,Oblong
1.222197,0.756847,0.854584,1.614853,1.129137,1.241132,0.326649,0.332852,0.885632,Oblong
1.285754,0.771173,0.83797,1.667271,1.086617,1.242898,0.303661,0.363106,0.920287,Oblong
1.289466,0.756266,0.820524,1.705043,1.084967,1.2684,0.307291,0.358542,0.921687,Oblong
1.290553,0.813579,0.825326,1.586266,1.014439,1.220327,0.30453,0.357653,0.985767,Oblong
1.28475,0.779412,0.839981,1.648358,1.077711,1.235031,0.300912,0.369351,0.927892,Oblong
1.284692,0.766562,0.817811,1.675914,1.066856,1.262328,0.29545,0.369487,0.937334,Oblong
1.252384,0.776447,0.817264,1.612967,1.052568,1.254933,0.278197,0.400026,0.950057,Oblong
1.235291,0.805612,0.81359,1.533358,1.009904,1.235176,0.28843,0.390305,0.990193,Oblong
1.288744,0.795171,0.821374,1.620712,1.032952,1.237206,0.295378,0.380965,0.968099,Oblong
1.240186,0.790961,0.822474,1.567947,1.039841,1.239591,0.315046,0.33875,0.961686,Oblong
1.242225,0.738153,0.900967,1.682883,1.220569,1.220168,0.329,0.316308,0.81929,Oblong
1.289733,0.809374,0.81418,1.593494,1.005937,1.231866,0.286208,0.398476,0.994098,Oblong
1.229375,0.777469,0.853381,1.581253,1.09764,1.226354,0.301599,0.36888,0.911045,Oblong
1.271855,0.794897,0.806755,1.600025,1.014918,1.248711,0.294546,0.384863,0.985302,Oblong
1.216733,0.792662,0.830929,1.534996,1.048277,1.231838,0.309415,0.348792,0.953947,Oblong
1.293433,0.788425,0.813159,1.640527,1.031371,1.248764,0.289913,0.357299,0.969583,Oblong
1.187828,0.766668,0.824697,1.549337,1.07569,1.256782,0.318479,0.33681,0.929636,Oblong
1.254598,0.814819,0.81458,1.539726,0.999706,1.227447,0.254571,0.419086,1.000294,Oblong
1.187052,0.796971,0.838272,1.489455,1.051822,1.22306,0.319668,0.337906,0.950731,Oblong
1.300006,0.807701,0.803993,1.609513,0.995409,1.24093,0.292913,0.360957,1.004612,Oblong
1.233023,0.788259,0.850558,1.564235,1.079033,1.220393,0.313521,0.352451,0.926756,Oblong
1.207445,0.822395,0.799786,1.468206,0.972509,1.232908,0.312977,0.349583,1.028269,Oblong
1.2817,0.773234,0.829774,1.657585,1.073122,1.247655,0.318212,0.33119,0.93186,Oblong
1.228205,0.800866,0.804983,1.533596,1.005141,1.245447,0.283804,0.39195,0.994886,Oblong
1.302826,0.789858,0.821121,1.649443,1.03958,1.241481,0.305783,0.363176,0.961927,Oblong
1.156434,0.729162,0.843172,1.585978,1.156358,1.271995,0.345794,0.308548,0.864784,Oblong
1.220943,0.794118,0.867772,1.537483,1.09275,1.20345,0.32543,0.349504,0.915123,Oblong
1.302008,0.78853,0.834239,1.651183,1.057966,1.232461,0.301182,0.352799,0.94521,Oblong
1.245261,0.791831,0.833587,1.572635,1.052733,1.230452,0.309556,0.35389,0.949908,Oblong
1.301649,0.781766,0.82678,1.665012,1.057581,1.243359,0.292358,0.396912,0.945554,Oblong
1.169791,0.768114,0.863052,1.522939,1.123599,1.226116,0.32631,0.333495,0.889997,Oblong
1.283897,0.76875,0.8079,1.67011,1.050926,1.268512,0.295903,0.397997,0.951541,Oblong
1.218655,0.771571,0.827863,1.579447,1.072957,1.250443,0.303766,0.346598,0.932004,Oblong
1.243457,0.790506,0.826515,1.57299,1.045552,1.236843,0.308409,0.350599,0.956432,Oblong
1.27784,0.777893,0.801399,1.642692,1.030217,1.26639,0.297084,0.348277,0.970669,Oblong
1.270387,0.81717,0.810783,1.554618,0.992185,1.228536,0.306755,0.366061,1.007877,Oblong
1.223896,0.801665,0.90566,1.526693,1.129724,1.171423,0.281666,0.366323,0.885172,Oblong
1.203559,0.810024,0.805349,1.485831,0.994228,1.238104,0.300812,0.36464,1.005806,Oblong
1.305394,0.775725,0.81256,1.682806,1.047486,1.25922,0.300828,0.378678,0.954667,Oblong
1.329437,0.795456,0.79415,1.67129,0.998358,1.258174,0.292144,0.39025,1.001644,Oblong
1.307516,0.781992,0.825856,1.672033,1.056093,1.243899,0.294619,0.375189,0.946886,Oblong
1.215704,0.810484,0.830065,1.499973,1.02416,1.219104,0.301071,0.376339,0.97641,Oblong
1.448177,0.76625,0.823362,1.889955,1.074535,1.258169,0.305245,0.335525,0.930635,Oblong
1.228108,0.760666,0.89682,1.614516,1.178992,1.206647,0.314114,0.332043,0.848182,Oblong
1.276787,0.808825,0.81399,1.578571,1.006386,1.232427,0.318421,0.334187,0.993655,Oblong
1.249375,0.782595,0.833521,1.596452,1.065074,1.237535,0.312984,0.333684,0.938902,Oblong
1.234746,0.782063,0.849022,1.57883,1.085618,1.226177,0.298545,0.381413,0.921134,Oblong
1.267463,0.788763,0.842251,1.606899,1.067812,1.226231,0.310109,0.333473,0.936494,Oblong
1.223976,0.804239,0.818132,1.521906,1.017275,1.232764,0.302778,0.383439,0.983019,Oblong
1.255018,0.796683,0.836467,1.575304,1.049937,1.224627,0.30397,0.360914,0.952438,Oblong
1.279007,0.817365,0.839976,1.564793,1.027663,1.206753,0.289302,0.39251,0.973082,Oblong
1.322725,0.797321,0.815751,1.658962,1.023115,1.23987,0.289239,0.362331,0.977408,Oblong
1.254489,0.771816,0.809736,1.625372,1.04913,1.264581,0.30493,0.324942,0.953171,Oblong
1.25606,0.780363,0.832343,1.609583,1.06661,1.240151,0.303638,0.372121,0.93755,Oblong
1.21434,0.813564,0.82103,1.492617,1.009176,1.223546,0.312298,0.36387,0.990907,Oblong
1.267436,0.779872,0.848018,1.625186,1.087382,1.228584,0.313842,0.335145,0.91964,Oblong
1.244331,0.842383,0.785917,1.477155,0.932968,1.228275,0.27801,0.383874,1.071848,Oblong
1.263676,0.78492,0.823399,1.609942,1.049023,1.243534,0.303378,0.366046,0.953268,Oblong
1.277044,0.784835,0.819327,1.62715,1.043948,1.246757,0.296406,0.358665,0.957902,Oblong
1.261471,0.758052,0.898823,1.664095,1.185701,1.207091,0.326327,0.319185,0.843383,Oblong
1.264915,0.77896,0.876931,1.62385,1.125771,1.207809,0.311876,0.332677,0.88828,Oblong
1.29087,0.804793,0.80539,1.603977,1.000742,1.242094,0.300797,0.367773,0.999259,Oblong
1.267137,0.801551,0.83312,1.580857,1.039385,1.223488,0.294035,0.370337,0.962108,Oblong
1.265637,0.767844,0.834827,1.6483,1.087236,1.247917,0.313791,0.335544,0.919764,Oblong
1.237641,0.788764,0.838883,1.569089,1.063541,1.228768,0.323296,0.344047,0.940255,Oblong
1.228862,0.79374,0.809861,1.548193,1.020311,1.247193,0.311845,0.350541,0.980093,Oblong
1.262642,0.836617,0.829161,1.509223,0.991088,1.20064,0.26387,0.411218,1.008993,Oblong
1.209679,0.799401,0.823962,1.513232,1.030725,1.23201,0.310859,0.353268,0.970191,Oblong
1.229348,0.776544,0.787776,1.583102,1.014464,1.27851,0.318132,0.318392,0.985742,Oblong
1.293872,0.797508,0.863518,1.622393,1.082771,1.204075,0.300183,0.365164,0.923557,Oblong
1.32474,0.800904,0.818113,1.654057,1.021487,1.235318,0.287618,0.359429,0.978965,Oblong
1.307273,0.794965,0.808291,1.64444,1.016762,1.247461,0.287713,0.386832,0.983514,Oblong
1.281256,0.798361,0.824621,1.604858,1.032893,1.2323,0.305867,0.361215,0.968155,Oblong
1.282129,0.774985,0.850436,1.654391,1.097357,1.23045,0.304559,0.36727,0.91128,Oblong
1.248533,0.751757,0.899974,1.66082,1.19716,1.210851,0.336872,0.305663,0.83531,Oblong
1.269542,0.799705,0.799705,1.587512,1.0,1.25046,0.301193,0.371921,1.0,Oblong
1.243471,0.742548,0.823495,1.6746,1.109012,1.277104,0.307393,0.355403,0.901704,Oblong
1.250207,0.775701,0.766806,1.611713,0.988532,1.296591,0.279186,0.403513,1.011601,Oblong
1.213684,0.778559,0.849231,1.558886,1.090773,1.22866,0.320526,0.352633,0.916781,Oblong
1.230232,0.761771,0.844673,1.614964,1.108828,1.244986,0.313054,0.334394,0.901853,Oblong
1.274422,0.787598,0.804492,1.618114,1.02145,1.256211,0.305987,0.339846,0.979,Oblong
1.248003,0.789914,0.819421,1.579924,1.037355,1.24275,0.310321,0.339638,0.96399,Oblong
1.254484,0.776829,0.817151,1.614877,1.051906,1.25472,0.302483,0.370251,0.950655,Oblong
1.278359,0.810616,0.804764,1.577023,0.992782,1.238099,0.286997,0.389033,1.007271,Oblong
1.298878,0.774447,0.812859,1.677168,1.049599,1.259996,0.296393,0.357918,0.952745,Oblong
1.290726,0.757122,0.83309,1.70478,1.100338,1.257694,0.309309,0.333074,0.908812,Oblong
1.262126,0.803058,0.813939,1.571651,1.013551,1.236861,0.310409,0.356785,0.986631,Oblong
1.257171,0.772165,0.830302,1.628111,1.075291,1.248075,0.302456,0.344454,0.929981,Oblong
1.309771,0.786587,0.832645,1.66513,1.058553,1.235153,0.292814,0.362582,0.944685,Oblong
1.247505,0.794572,0.805658,1.570033,1.013952,1.24982,0.290023,0.405297,0.98624,Oblong
1.216112,0.770821,0.807907,1.577684,1.048112,1.266843,0.293454,0.397557,0.954097,Oblong
1.244885,0.802757,0.822004,1.550763,1.023976,1.23095,0.30513,0.36029,0.976585,Oblong
1.204573,0.802656,0.840769,1.500735,1.047484,1.216971,0.318819,0.339507,0.954669,Oblong
1.230929,0.756639,0.892799,1.626837,1.179953,1.212534,0.319668,0.337609,0.847492,Oblong
1.251845,0.801056,0.861882,1.562743,1.075932,1.202691,0.315483,0.367849,0.929427,Oblong
1.21971,0.823956,0.810499,1.480309,0.983667,1.223649,0.307947,0.354543,1.016604,Oblong
1.248193,0.783054,0.802845,1.594006,1.025274,1.261114,0.322731,0.323086,0.975349,Oblong
1.325925,0.811872,0.831363,1.63317,1.024007,1.217112,0.307148,0.360727,0.976556,Oblong
1.231489,0.784523,0.83124,1.56973,1.059549,1.237805,0.324772,0.339338,0.943797,Oblong
1.27987,0.817536,0.810985,1.565521,0.991987,1.228108,0.283939,0.402375,1.008077,Oblong
1.21867,0.774998,0.820027,1.572481,1.058102,1.253899,0.305269,0.374236,0.945089,Oblong
1.202125,0.812146,0.836421,1.480183,1.02989,1.213175,0.285714,0.394054,0.970978,Oblong
1.256538,0.780112,0.80634,1.610716,1.033621,1.260675,0.308331,0.354188,0.967473,Oblong
1.283142,0.781936,0.816511,1.640982,1.044218,1.251215,0.299788,0.377592,0.957655,Oblong
1.266734,0.746883,0.83576,1.696027,1.118997,1.263709,0.309913,0.341048,0.893658,Oblong
1.327579,0.802819,0.799788,1.653646,0.996224,1.247967,0.270972,0.449017,1.00379,Oblong
1.277503,0.789155,0.799633,1.618825,1.013278,1.258822,0.312937,0.339127,0.986896,Oblong
